18-04-04 09:46:51,61.5,60.7,25.8,33.9,11.6
18-04-04 09:47:19,60.5,60.1,28.4,33.8,11.6
18-04-04 09:48:11,64.5,63.4,46.4,43.5,11.6
18-04-04 09:49:12,67.5,67.7,49.4,51.2,16.9
18-04-04 09:50:05,66.5,66.6,72.1,36.1,16.9
18-04-04 09:51:07,62.5,62.3,25.3,16.7,16.9
18-04-04 09:52:09,60.5,60.1,26.3,14.8,16.9
18-04-04 09:54:16,59.5,59.1,30.4,16,16.9
18-04-04 09:55:37,58.5,58.5,30.3,16,16.9
